"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"JOURNAL OF INTERNATIONAL AND INTERCULTURAL COMMUNICATION","1751-3057","1751-3065","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Communication | Social Sciences, General"
"JOURNAL OF INTERNATIONAL ARBITRATION","0255-8106","2212-182X","KLUWER LAW INT","ZUIDPOOLSINGEL 2, PO BOX 316, ALPHEN AAN DEN RIJN, NETHERLANDS, 2400 AH","","Social Sciences, General | Law"
"JOURNAL OF INTERNATIONAL COMMERCE ECONOMICS AND POLICY","1793-9933","1793-9941","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","","Economics | Economics & Business"
"JOURNAL OF INTERNATIONAL CONSUMER MARKETING","0896-1530","1528-7068","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Business"
"JOURNAL OF INTERNATIONAL EDUCATION IN BUSINESS","2046-469X","1836-3261","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP","1570-7385","1573-7349","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","","Business | Economics & Business"
"JOURNAL OF INTERNATIONAL HUMANITARIAN LEGAL STUDIES","1878-1373","1878-1527","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Social Sciences, General | Law"
"JOURNAL OF INTERNATIONAL MIGRATION AND INTEGRATION","1488-3473","1874-6365","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","","Social Sciences, General | Demography"
"JOURNAL OF INTERNATIONAL POLITICAL THEORY","1755-0882","1755-1722","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","","Political Science | Social Sciences, General"
"JOURNAL OF INTERNATIONAL SOCIETY OF PREVENTIVE AND COMMUNITY DENTISTRY","2231-0762","2250-1002","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059","","Dentistry, Oral Surgery & Medicine | Clinical Medicine"
"JOURNAL OF INTERNATIONAL STUDENTS","2162-3104","2166-3750","UNIV LOUISIANA MONROE","700 UNIVERSITY AVE, MONROE, USA, LA, 71209","English","Social Sciences, General | Education & Educational Research"
"JOURNAL OF INTERNATIONAL STUDIES-JIS","1823-691X","2289-666X","UNIV UTARA MALAYSIA PRESS","UNIV UTARA MALAYSIA PRESS, SINTOK, MALAYSIA, KEDAH, 06010","English","Social Sciences, General | International Relations"
"JOURNAL OF INTERNATIONAL TRADE LAW AND POLICY","1477-0024","2045-4376","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Social Sciences, General | Law"
"JOURNAL OF INTERNATIONAL TRANSLATIONAL MEDICINE","2227-6394","2227-6394","INT FEDERAT TRANSLATIONAL MEDICINE","RM.201, 203, 205, NO 3 BLDG, ZIJIN LIANHE CUBIC SQ, NANJING, PEOPLES R CHINA, 210037","English","Medicine, Research & Experimental | Clinical Medicine"
"JOURNAL OF INTERNET COMMERCE","1533-2861","1533-287X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Economics & Business | Business"
"JOURNAL OF INTERNET SERVICES AND APPLICATIONS","1867-4828","1869-0238","SPRINGERNATURE","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Computer Science | Computer Science, Information Systems"
"JOURNAL OF INVESTIGATIVE AND CLINICAL DENTISTRY","2041-1618","2041-1626","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Dentistry, Oral Surgery & Medicine | Clinical Medicine"
"JOURNAL OF INVESTIGATIVE MEDICINE HIGH IMPACT CASE REPORTS","2324-7096","2324-7096","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Clinical Medicine | Medicine, General & Internal"
"JOURNAL OF INVESTING","1068-0896","2168-8613","INST INVESTOR INC","225 PARK AVE SOUTH, NEW YORK, USA, NY, 10003","","Social Sciences, General | Business, Finance"
"JOURNAL OF INVESTMENT MANAGEMENT","1545-9144","1545-9152","JOURNAL INVESTMENT MANAGEMENT","JOURNAL INVESTMENT MANAGEMENT, LAFAYETTE, USA, CA, 00000","","Economics & Business | Business, Finance"
"JOURNAL OF INVESTMENT STRATEGIES","2047-1238","2047-1246","INCISIVE MEDIA","HAYMARKET HOUSE, 28-29 HAYMARKET, LONDON, ENGLAND, SW1Y 4RX","","Economics & Business | Business, Finance"
"JOURNAL OF ISLAMIC ACCOUNTING AND BUSINESS RESEARCH","1759-0817","1759-0825","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Economics & Business | Business, Finance"
"JOURNAL OF ISLAMIC ARCHAEOLOGY","2051-9710","2051-9729","EQUINOX PUBLISHING LTD","415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX","","Archaeology"
"JOURNAL OF ISLAMIC MANUSCRIPTS","1878-4631","1878-464X","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Humanities, Multidisciplinary"
"JOURNAL OF ISLAMIC MARKETING","1759-0833","1759-0841","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Economics & Business | Business"
"JOURNAL OF ISTANBUL FACULTY OF MEDICINE-ISTANBUL TIP FAKULTESI DERGISI","1305-6433","1305-6441","ISTANBUL UNIV, FAC MEDICINE, PUBL OFF","ISTANBUL UNIV, ISTANBUL TIP FAK DEKANLIGI, YAYUNCILIK BIRIMI, TURGUT OZAL CAD CAPA FATIH, PK, ISTANBUL, TURKEY, 34093","","Medicine, General & Internal"
"JOURNAL OF ITALIAN CINEMA AND MEDIA STUDIES","2047-7368","2047-7376","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG","","Film, Radio, Television"
"JOURNAL OF JAPANESE PHILOSOPHY","2327-0195","2327-0209","SUNY-STATE UNIV NEW YORK PRESS","STATE UNIVERSITY PLAZA, ALBANY, USA, NY, 12246","","Philosophy"
"JOURNAL OF JESUIT STUDIES","2214-1324","2214-1332","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","History"
"JOURNAL OF JEWISH EDUCATION","1524-4113","1554-611X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF JEWISH ETHICS","2334-1777","2334-1785","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802","","Religion"
"JOURNAL OF JEWISH LANGUAGES","2213-4387","2213-4638","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","","Language & Linguistics"
"JOURNAL OF JUDICIAL ADMINISTRATION","1036-7918","1036-7918","LAWBOOK CO LTD","LEVEL 6, 19 HARRIS ST, PYRMONT, AUSTRALIA, NSW, 2009","","Social Sciences, General | Public Administration"
"JOURNAL OF KIDNEY CANCER AND VHL","2203-5826","2203-5826","CODON PUBLICATIONS","LEVEL 9, 167 EAGLE ST, BRISBANE, AUSTRALIA, QLD, 4000","English","Clinical Medicine | Oncology"
"JOURNAL OF KING SAUD UNIVERSITY-COMPUTER AND INFORMATION SCIENCES","1319-1578","2213-1248","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Computer Science | Computer Science, Information Systems"
"JOURNAL OF KOREAN SOCIETY FOR ATMOSPHERIC ENVIRONMENT","1598-7132","2383-5346","KOREAN SOC ATMOSPHERIC ENVIRONMENT","KOREAN SOC ATMOSPHERIC ENVIRONMENT, SEOUL, SOUTH KOREA, 00000","","Meteorology & Atmospheric Sciences | Environment/Ecology"
"JOURNAL OF KRISHNA INSTITUTE OF MEDICAL SCIENCES UNIVERSITY","2231-4261","2231-4261","KRISHNA INST MEDICAL SCIENCES UNIV","MALKAPUR, KARAD, MAHARASHTRA, INDIA, 415 539","English","Clinical Medicine | Medicine, General & Internal"
"JOURNAL OF LABOR AND SOCIETY","2471-4607","2471-4607","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Economics & Business | Industrial Relations & Labor"
"JOURNAL OF LABORATORY PHYSICIANS","0974-2727","0974-7826","THIEME MEDICAL PUBL INC","333 SEVENTH AVE, NEW YORK, USA, NY, 10001","English","Clinical Medicine | Medicine, General & Internal"
"JOURNAL OF LANGUAGE AGGRESSION AND CONFLICT","2213-1272","2213-1280","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","","Language & Linguistics"
"JOURNAL OF LANGUAGE AND CULTURAL EDUCATION","1339-4045","1339-4584","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Social Sciences, General | Education & Educational Research"
"JOURNAL OF LANGUAGE AND EDUCATION","2411-7390","2411-7390","NATL RESEARCH UNIV HIGHER SCH ECONOMICS","SHABOLOVKA, 26, MOSCOW, RUSSIA, 119049","English","Social Sciences, General | Linguistics | Education & Educational Research"
"JOURNAL OF LANGUAGE AND LITERACY EDUCATION","1559-9035","1559-9035","UNIV GEORGIA, COLL EDUCATION","427 TUCKER HALL, ATHENS, USA, GA, 30602","","Language & Linguistics"
"JOURNAL OF LANGUAGE CONTACT","1877-4091","1955-2629","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English, French","Language & Linguistics"
"JOURNAL OF LANGUAGE EVOLUTION","2058-4571","2058-458X","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","","Language & Linguistics"
"JOURNAL OF LANGUAGE TEACHING AND LEARNING","2146-1732","2146-1732","JOURNAL LANGUAGE TEACHING & LEARNING","JOURNAL LANGUAGE TEACHING & LEARNING, ANKARA, TURKEY, 00000","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF LASERS IN MEDICAL SCIENCES","2008-9783","2228-6721","SHAHID BEHESHTI UNIV MEDICAL SCIENCES, FAC MEDICINE","SCH MEDICINE, KOODAK-YAR ST, PO BOX 19395, TEHRAN, IRAN, 4618","","Radiology, Nuclear Medicine & Medical Imaging | Clinical Medicine"
"JOURNAL OF LATE ANTIQUITY","1939-6716","1942-1273","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","","Humanities, Multidisciplinary"
"JOURNAL OF LATIN AMERICAN GEOGRAPHY","1545-2476","1548-5811","CONFERENCE LATIN AMER GEOGRAPHERS","CONFERENCE LATIN AMER GEOGRAPHERS, TUCSON, USA, AZ, 00000","","Social Sciences, General | Geography"
"JOURNAL OF LATINOS AND EDUCATION","1534-8431","1532-771X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF LAW AND COURTS","2164-6570","2164-6589","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","Social Sciences, General | Law"
"JOURNAL OF LAW AND MEDICINE","1320-159X","1320-159X","THOMSON REUTERS AUSTRALIA LTD","THOMSON REUTERS AUSTRALIA LTD, NORTH RYDE, AUSTRALIA, 00000","","Social Sciences, General | Law"
"JOURNAL OF LAW AND POLITICAL SCIENCES","2222-7288","2518-5551","AL-BAYADER-AL-RAWNAQ NEIGHBORHOOD","ABDULLAH AL SHAHWAN ST, BUILDING NO 8, AMMAN, JORDAN, 00000","","Social Sciences, General | Law"
"JOURNAL OF LAW AND RELIGION","0748-0814","2163-3088","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","","Religion"
"JOURNAL OF LAW AND SOCIAL DEVIANCE","2165-5219","2164-4721","JOURNAL LAW & SOCIAL DEVIANCE","C/O INFORMING SCIENCE INST, 131 BROOKHILL CT, SANTA ROSA, USA, CA, 95409","","Social Sciences, General | Law"
"JOURNAL OF LAW FINANCE AND ACCOUNTING","2380-5005","2380-5013","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339","","Economics & Business | Business, Finance | Law"
"JOURNAL OF LEADERSHIP STUDIES","1935-2611","1935-262X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Management | Economics & Business"
"JOURNAL OF LEARNING ANALYTICS","","1929-7750","SOC LEARNING ANALYTICS RESEARCH-SOLAR","121 POINTE MARSAN, BEAUMONT, Canada, ALBERTA, T4X0A2","","Education & Educational Research"
"JOURNAL OF LEARNING DESIGN","1832-8342","1832-8342","QUEENSLAND UNIV TECHNOLOGY","GPO  BOX 2434, BRISBANE, AUSTRALIA, QLD, 4001","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF LEARNING STYLES","2332-8533","2332-8533","UTAH VALLEY UNIV","800 W UNIVERSITY PKWY, OREM, USA, UT, 84058","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF LEGAL AFFAIRS AND DISPUTE RESOLUTION IN ENGINEERING AND CONSTRUCTION","1943-4162","1943-4170","ASCE-AMER SOC CIVIL ENGINEERS","1801 ALEXANDER BELL DR, RESTON, USA, VA, 20191-4400","","Social Sciences, General | Law"
"JOURNAL OF LEGAL PLURALISM AND UNOFFICIAL LAW","0732-9113","2305-9931","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Law"
"JOURNAL OF LEGAL STUDIES EDUCATION","0896-5811","1744-1722","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Social Sciences, General | Law"
"JOURNAL OF LEGISLATIVE STUDIES","1357-2334","1743-9337","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Law"
"JOURNAL OF LESBIAN STUDIES","1089-4160","1540-3548","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Social Sciences, Interdisciplinary"
"JOURNAL OF LEVANTINE STUDIES","2222-9973","2222-9981","VAN LEER JERUSALEM INST","PO BOX 4070, JERUSALEM, ISRAEL, 91040","","Humanities, Multidisciplinary"
"JOURNAL OF LGBT ISSUES IN COUNSELING","1553-8605","1553-8338","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Psychiatry/Psychology | Psychology, Applied"
"JOURNAL OF LGBT YOUTH","1936-1653","1936-1661","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Social Sciences, Interdisciplinary"
"JOURNAL OF LIBRARY ADMINISTRATION","0193-0826","1540-3564","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Information Science & Library Science"
"JOURNAL OF LIBRARY AND INFORMATION STUDIES","1606-7509","2309-9119","NATL TAIWAN UNIV, DEPT LIBRARY & INFORMATION SCIENCE","NO, 1, SEC 4, ROOSEVELT RD, TAIPEI, TAIWAN, 10617","Chinese","Information Science & Library Science"
"JOURNAL OF LIGHT & VISUAL ENVIRONMENT","0387-8805","1349-8398","ILLUMINATING ENGINEERING INST JAPAN","SUITAYA BLDG 3F, 2-8-4 KANDA TSUKASA-CHO, CHIYODA-KU, TOKYO, JAPAN, 101-0048","","Engineering, Electrical & Electronic | Engineering"
"JOURNAL OF LIPIDS","2090-3030","2090-3049","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Biology & Biochemistry | Biochemistry & Molecular Biology"
"JOURNAL OF LITERARY THEORY","1862-5290","1862-8990","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","","Literary Theory & Criticism"
"JOURNAL OF LITHIC STUDIES","2055-0472","2055-0472","UNIV EDINBURGH, SCH HISTORY, CLASSICS & ARCHAEOLOGY","OLD MEDICAL SCHOOL, TEVIOT PLACE, EDINBURGH, ENGLAND, EH8 9AG","English","Archaeology"
"JOURNAL OF LIVESTOCK SCIENCE","2277-6214","2277-6214","JOURNAL LIVESTOCK SCIENCE","JOURNAL LIVESTOCK SCIENCE, KOTA, INDIA, 00000","","Agriculture, Dairy & Animal Science | Agricultural Sciences"
"JOURNAL OF LOCATION BASED SERVICES","1748-9725","1748-9733","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","","Computer Science | Telecommunications"
"JOURNAL OF LOGIC AND ANALYSIS","1759-9008","1759-9008","JOURNAL LOGIC & ANALYSIS","JOURNAL LOGIC & ANALYSIS, YORK, ENGLAND, 00000","English","Mathematics | Logic"
"JOURNAL OF LOW POWER ELECTRONICS","1546-1998","1546-2005","AMER SCIENTIFIC PUBLISHERS","26650 THE OLD RD, STE 208, VALENCIA, USA, CA, 91381-0751","","Engineering, Electrical & Electronic | Engineering"
"JOURNAL OF MACHINERY MANUFACTURE AND RELIABILITY","1052-6188","1934-9394","ALLERTON PRESS INC","18 WEST 27TH ST, NEW YORK, USA, NY, 10001","","Engineering, Mechanical | Engineering"
"JOURNAL OF MAIZE RESEARCH AND DEVELOPMENT","2467-9291","2467-9305","NEPAL AGRICULTURAL RESEARCH COUNCIL, NATL MAIZE RESEARGH PROGRAM","GOVERNMENT NEPAL, NEPAL AGRICULTURAL RESEARCH COUNCIL, RAMPUR, CHITWAN, NEPAL, 00000","English","Agronomy | Agricultural Sciences"
"JOURNAL OF MANAGEMENT ACCOUNTING RESEARCH","1049-2127","1558-8033","AMER ACCOUNTING ASSOC","5717 BESSIE DR, SARASOTA, USA, FL, 34233","","Economics & Business | Business, Finance"
"JOURNAL OF MANAGEMENT ANALYTICS","2327-0012","2327-0039","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, Mathematical Methods | Economics & Business"
"JOURNAL OF MANAGEMENT CONTROL","2191-4761","2191-477X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","","Management"
"JOURNAL OF MANAGEMENT DEVELOPMENT","0262-1711","1758-7492","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Management | Economics & Business"
"JOURNAL OF MANAGEMENT EDUCATION","1052-5629","1552-6658","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF MANAGEMENT & GOVERNANCE","1385-3457","1572-963X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","","Management | Economics & Business"
"JOURNAL OF MANAGEMENT HISTORY","1751-1348","1758-7751","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Management | Economics & Business"
"JOURNAL OF MANAGEMENT SPIRITUALITY & RELIGION","1476-6086","1942-258X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Religion"
"JOURNAL OF MANUAL & MANIPULATIVE THERAPY","1066-9817","2042-6186","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Clinical Medicine | Rehabilitation"
"JOURNAL OF MANUFACTURING AND MATERIALS PROCESSING","2504-4494","2504-4494","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Engineering, Manufacturing | Engineering, Mechanical | Materials Science, Multidisciplinary"
"JOURNAL OF MAP & GEOGRAPHY LIBRARIES","1542-0353","1542-0361","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Information Science & Library Science"
"JOURNAL OF MARINE MEDICAL SOCIETY","0975-3605","2589-1235","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, INDIA, 400059","English","Public, Environmental & Occupational Health"
"JOURNAL OF MARINE SCIENCE AND APPLICATION","1671-9433","1993-5048","HARBIN ENGINEERING UNIV","1F, 145 NANTONG DAJIE, NANGANG-QU, HARBIN, PEOPLES R CHINA, HEILONGJIANG, 150001","","Engineering, Marine | Engineering"
"JOURNAL OF MARKETING ANALYTICS","2050-3318","2050-3326","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","","Business"
"JOURNAL OF MARKETING CHANNELS","1046-669X","1540-7039","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Business | Economics & Business"
"JOURNAL OF MARKETING EDUCATION","0273-4753","1552-6550","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF MARKETING THEORY AND PRACTICE","1069-6679","1944-7175","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Business | Economics & Business"
"JOURNAL OF MATERIALS AND ENGINEERING STRUCTURES","2170-127X","2170-127X","MOULOUD MAMMERI UNIV TIZI-OUZOU","MOULOUD MAMMERI UNIV TIZI-OUZOU, TIZI OUZOU, ALGERIA, 00000","English, French","Engineering, Multidisciplinary | Engineering"
"JOURNAL OF MATHEMATICAL ANALYSIS","2217-3412","2217-3412","UNIV PRISHTINES","RR NENA TEREZE 5, PRISHTINE, KOSOVO, 10000","","Mathematics | Mathematics"
"JOURNAL OF MATHEMATICAL AND FUNDAMENTAL SCIENCES","2337-5760","2337-5760","INST TEKNOLOGI BANDUNG","JALAN GANESHA 10, BANDUNG, INDONESIA, 40132","English","Multidisciplinary | Multidisciplinary Sciences"
"JOURNAL OF MATHEMATICAL BEHAVIOR","0732-3123","1873-8028","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","","Social Sciences, General | Education & Educational Research"
"JOURNAL OF MATHEMATICAL CRYPTOLOGY","1862-2976","1862-2984","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","English","Computer Science, Theory & Methods | Computer Science"
"JOURNAL OF MATHEMATICAL EXTENSION","1735-8299","1735-8299","ISLAMIC AZAD UNIV, SHIRAZ BRANCH","DEPT MATHEMATICS, FAC SCI, PO BOX 71993-5, SHIRAZ, IRAN, 71993","English","Mathematics | Mathematics"
"JOURNAL OF MATHEMATICAL STUDY","1006-6837","1006-6837","GLOBAL SCIENCE PRESS","ROOM 3208, CENTRAL PLAZA, 18 HARBOUR RD, WANCHAI, PEOPLES R CHINA, HONG KONG, 00000","","Mathematics"
"JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE-JMCS","2008-949X","2008-949X","JOURNAL MATHEMATICS & COMPUTER SCIENCE-JMCS","JOURNAL MATHEMATICS & COMPUTER SCIENCE-JMCS, MAZANDARAN, IRAN, 00000","","Mathematics | Mathematics"
"JOURNAL OF MATHEMATICS AND THE ARTS","1751-3472","1751-3480","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","","Materials Science | Mathematics, Interdisciplinary Applications"
"JOURNAL OF MATHEMATICS IN INDUSTRY","2190-5983","2190-5983","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Mathematics | Mathematics, Interdisciplinary Applications"
"JOURNAL OF MAXILLOFACIAL & ORAL SURGERY","0972-8279","0974-942X","SPRINGER INDIA","7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001","","Dentistry, Oral Surgery & Medicine | Clinical Medicine"
"JOURNAL OF MEASUREMENT AND EVALUATION IN EDUCATION AND PSYCHOLOGY-EPOD","1309-6575","1309-6575","ASSOC MEASUREMENT & EVALUATION EDUCATION & PSYCHOLOGY","ASSOC MEASUREMENT & EVALUATION EDUCATION & PSYCHOLOGY, ANKARA, TURKEY, 00000","English, Turkish","Psychiatry/Psychology | Psychology, Educational"
"JOURNAL OF MEASUREMENTS IN ENGINEERING","2335-2124","2335-2124","JVE INT LTD","GELIU RATAS 15 A, KAUNAS, LITHUANIA, LT-50282","English","Engineering, Mechanical | Engineering"
